Sp,Country,Region,Pop,Indiv,Site,Block,Year,MISM,MISM.F1,TotSeeds.F1
Ro,NZ,W,RoNZWB,RoNZWB3,LU,L2,2018,1.815,0.928,NA
Ro,NZ,C,RoNZCA,RoNZCA9,LU,L2,2018,0.830,1.157,NA
Ro,NZ,S,RoNZSA,RoNZSA9,LU,L2,2018,0.888,0.608,NA
Ro,NZ,W,RoNZWD,RoNZWD1,LU,L3,2019,1.733,1.232,18821
Ro,NZ,S,RoNZSD,RoNZSD4,LU,L1,2018,0.719,1.373,NA
Ro,NZ,S,RoNZSD,RoNZSD5,LU,L1,2019,1.077,1.518,18995
Ro,NZ,S,RoNZSB,RoNZSB5,LU,L2,2018,1.262,0.974,NA
Ro,NZ,W,RoNZWD,RoNZWD5,LU,L3,2018,1.763,0.930,NA
Ro,NZ,S,RoNZSB,RoNZSB5,LU,L1,2019,1.262,0.645,NA
Ro,UK,Cw,RoUKCwB,RoUKCwB10,LU,L2,2019,1.952,0.784,183
Ro,NZ,W,RoNZWD,RoNZWD5,LU,L3,2019,1.763,0.817,1761
Ro,NZ,S,RoNZSB,RoNZSB5,LU,L3,2018,1.262,1.033,NA
Ro,NZ,W,RoNZWD,RoNZWD7,LU,L2,2019,2.159,0.899,9539
Ro,UK,G,RoUKGD,RoUKGD3,LU,L1,2019,1.667,0.758,574
Ro,NZ,S,RoNZSA,RoNZSA5,LU,L2,2018,1.600,0.993,NA
Ro,UK,G,RoUKGA,RoUKGA4,LU,L1,2019,2.281,2.249,52486
Ro,UK,G,RoUKGA,RoUKGA5,LU,L3,2018,1.500,0.498,NA
Ro,UK,G,RoUKGA,RoUKGA5,LU,L1,2018,1.500,1.298,NA
Ro,UK,G,RoUKGA,RoUKGA5,LU,L1,2019,1.500,0.496,1945
Ro,NZ,C,RoNZCC,RoNZCC3,LU,L1,2018,2.259,0.756,NA
Ro,NZ,W,RoNZWC,RoNZWC4,LU,L2,2019,1.717,0.654,2401
Ro,NZ,C,RoNZCC,RoNZCC5,LU,L1,2018,2.186,1.128,NA
Ro,UK,G,RoUKGB,RoUKGB1,LU,L2,2018,1.813,1.294,NA
Ro,UK,G,RoUKGB,RoUKGB1,LU,L2,2019,1.813,0.583,624
Ro,UK,Cw,RoUKCwB,RoUKCwB9,LU,L1,2019,2.000,2.442,19932
Ro,UK,Cb,RoUKCbB,RoUKCbB2,LU,L3,2019,1.111,1.267,14872
Ro,UK,G,RoUKGB,RoUKGB2,LU,L1,2019,2.346,1.448,74744
Ro,UK,G,RoUKGB,RoUKGB2,LU,L2,2019,2.346,1.867,NA
Ro,UK,Cb,RoUKCbB,RoUKCbB2,LU,L1,2019,1.111,1.435,NA
Ro,NZ,C,RoNZCD,RoNZCD2,LU,L2,2018,0.500,1.325,NA
Ro,UK,G,RoUKGB,RoUKGB3,LU,L1,2018,1.385,0.998,NA
Ro,UK,Cb,RoUKCbB,RoUKCbB3,LU,L2,2018,1.188,0.950,NA
Ro,NZ,S,RoNZSB,RoNZSB4,LU,L1,2018,1.500,0.839,NA
Ro,UK,Cb,RoUKCbB,RoUKCbB3,LU,L1,2018,1.188,1.085,NA
Ro,UK,Cb,RoUKCbB,RoUKCbB3,LU,L1,2019,1.188,0.692,3073
Ro,UK,Cb,RoUKCbB,RoUKCbB4,LU,L1,2018,1.923,0.688,NA
Ro,UK,Cb,RoUKCbB,RoUKCbB4,LU,L1,2019,1.923,0.940,2857
Ro,UK,G,RoUKGB,RoUKGB3,LU,L2,2018,1.385,0.627,NA
Ro,NZ,S,RoNZSD,RoNZSD6,LU,L2,2018,1.312,0.959,NA
Ro,UK,Cb,RoUKCbB,RoUKCbB4,LU,L2,2018,1.923,1.061,NA
Ro,UK,Cb,RoUKCbB,RoUKCbB5,LU,L1,2018,1.417,1.221,NA
Ro,NZ,W,RoNZWD,RoNZWD7,LU,L1,2019,2.159,1.309,6551
Ro,UK,G,RoUKGB,RoUKGB4,LU,L2,2018,1.300,1.103,NA
Ro,UK,Cw,RoUKCwD,RoUKCwD1,LU,L3,2018,1.409,1.109,NA
Ro,UK,Cb,RoUKCbC,RoUKCbC1,LU,L2,2018,1.850,0.982,NA
Ro,UK,G,RoUKGB,RoUKGB5,LU,L1,2018,1.281,1.138,NA
Ro,UK,Cb,RoUKCbC,RoUKCbC1,LU,L3,2018,1.850,1.060,NA
Ro,UK,G,RoUKGB,RoUKGB5,LU,L3,2019,1.281,1.010,2995
Ro,UK,Cb,RoUKCbC,RoUKCbC2,LU,L1,2018,2.583,0.743,NA
Ro,UK,Cb,RoUKCbC,RoUKCbC3,LU,L2,2019,1.917,2.527,4498
Ro,UK,Cw,RoUKCwD,RoUKCwD3,LU,L1,2019,1.522,0.427,NA
Ro,UK,Cb,RoUKCbC,RoUKCbC3,LU,L3,2019,1.917,1.318,NA
Ro,UK,Cb,RoUKCbC,RoUKCbC4,LU,L2,2018,2.136,1.341,NA
Ro,UK,Cb,RoUKCbC,RoUKCbC4,LU,L2,2019,2.136,1.551,10365
Ro,UK,G,RoUKGB,RoUKGB1,LU,L1,2018,1.813,1.452,NA
Ro,UK,Cw,RoUKCwD,RoUKCwD5,LU,L1,2018,1.138,1.412,NA
Ro,UK,Cb,RoUKCbC,RoUKCbC5,LU,L3,2018,2.810,1.287,NA
Ro,UK,Cb,RoUKCbC,RoUKCbC5,LU,L1,2019,2.810,0.763,NA
Ro,UK,Cb,RoUKCbC,RoUKCbC5,LU,L2,2018,2.810,1.070,NA
Ro,UK,Cb,RoUKCbC,RoUKCbC5,LU,L1,2018,2.810,0.887,NA
Ro,UK,G,RoUKGC,RoUKGC3,LU,L1,2019,1.800,1.120,NA
Ro,UK,G,RoUKGC,RoUKGC5,LU,L1,2018,1.594,1.187,NA
Ro,UK,Cb,RoUKCbB,RoUKCbB3,LU,L3,2019,1.188,1.184,2400
Ro,UK,Cb,RoUKCbB,RoUKCbB3,LU,L3,2018,1.188,1.113,NA
Ro,UK,G,RoUKGD,RoUKGD1,LU,L2,2019,1.966,2.218,NA
Ro,UK,Cb,RoUKCbD,RoUKCbD3,LU,L2,2019,2.143,0.817,3084
Ro,NZ,W,RoNZWB,RoNZWB4,South,S2,2018,2.100,1.565,NA
Ro,NZ,C,RoNZCA,RoNZCA7,South,S1,2018,0.752,1.818,NA
Ro,UK,Cb,RoUKCbD,RoUKCbD4,South,S1,2018,1.720,1.373,NA
Ro,NZ,C,RoNZCD,RoNZCD10,South,S2,2018,0.633,2.118,NA
Ro,UK,Cb,RoUKCbD,RoUKCbD5,South,S3,2019,2.350,2.454,NA
Ro,NZ,C,RoNZCD,RoNZCD10,South,S2,2019,0.633,1.576,30199
Ro,UK,G,RoUKGD,RoUKGD3,South,S1,2019,1.667,1.655,5591
Ro,NZ,S,RoNZSD,RoNZSD1,South,S2,2019,2.268,1.707,19817
Ro,UK,Cb,RoUKCbD,RoUKCbD4,South,S2,2018,1.720,1.941,NA
Ro,NZ,W,RoNZWC,RoNZWC2,South,S1,2018,2.314,2.267,NA
Ro,UK,Cb,RoUKCbB,RoUKCbB2,South,S1,2018,1.111,1.552,NA
Ro,UK,Cw,RoUKCwD,RoUKCwD10,South,S1,2018,1.538,2.735,NA
Ro,UK,Cw,RoUKCwD,RoUKCwD5,South,S1,2019,1.138,1.863,NA
Ro,UK,Cw,RoUKCwD,RoUKCwD5,South,S1,2018,1.138,2.184,NA
Ro,UK,G,RoUKGA,RoUKGA3,South,S1,2019,1.795,1.651,NA
Ro,UK,G,RoUKGA,RoUKGA4,South,S1,2019,2.281,1.799,23572
Ro,UK,G,RoUKGB,RoUKGB3,South,S1,2018,1.385,2.338,NA
Ro,UK,Cw,RoUKCwB,RoUKCwB4,South,S1,2019,1.652,1.831,56410
Ro,NZ,W,RoNZWC,RoNZWC2,South,S1,2019,2.314,1.628,NA
Ro,NZ,W,RoNZWB,RoNZWB3,South,S1,2019,1.815,1.272,41627
Ro,NZ,W,RoNZWC,RoNZWC3,South,S1,2019,1.915,0.770,10974
Ro,UK,Cb,RoUKCbD,RoUKCbD4,South,S2,2019,1.720,1.651,29079
Ro,NZ,C,RoNZCA,RoNZCA8,South,S1,2019,1.683,1.424,10240
Ro,UK,Cw,RoUKCwA,RoUKCwA5,South,S3,2018,0.958,1.865,NA
Ro,NZ,C,RoNZCB,RoNZCB1,South,S2,2018,0.677,1.664,NA
Ro,UK,G,RoUKGB,RoUKGB3,South,S2,2019,1.385,1.778,NA
Ro,UK,Cw,RoUKCwA,RoUKCwA5,South,S3,2019,0.958,1.708,19413
Ro,UK,Cw,RoUKCwB,RoUKCwB3,South,S1,2019,1.423,1.266,NA
Ro,UK,G,RoUKGB,RoUKGB5,South,S2,2018,1.281,2.514,NA
Ro,UK,Cw,RoUKCwA,RoUKCwA4,South,S2,2019,0.920,1.694,NA
Ro,UK,Cb,RoUKCbB,RoUKCbB1,South,S1,2019,1.731,1.902,NA
Ro,UK,Cw,RoUKCwD,RoUKCwD4,South,S3,2019,1.231,1.889,NA
Ro,UK,Cb,RoUKCbB,RoUKCbB2,South,S1,2019,1.111,1.281,NA
Ro,UK,G,RoUKGB,RoUKGB2,South,S2,2019,2.346,2.126,NA
Ro,UK,Cw,RoUKCwC,RoUKCwC2,South,S1,2019,2.150,1.654,NA
Ro,NZ,S,RoNZSB,RoNZSB2,South,S1,2019,1.300,1.621,10641
Ro,UK,G,RoUKGA,RoUKGA1,South,S1,2018,1.783,2.594,NA
Ro,UK,G,RoUKGA,RoUKGA1,South,S1,2019,1.783,2.242,23218
Ro,NZ,W,RoNZWB,RoNZWB5,South,S1,2018,1.880,1.584,NA
Ro,UK,G,RoUKGA,RoUKGA2,South,S1,2019,1.929,1.932,20784
Ro,UK,Cw,RoUKCwC,RoUKCwC6,South,S1,2019,1.955,2.051,NA
Ro,UK,G,RoUKGB,RoUKGB4,South,S2,2019,1.300,2.104,NA
Ro,UK,Cb,RoUKCbC,RoUKCbC1,South,S1,2019,1.850,1.782,41974
Ro,UK,Cw,RoUKCwD,RoUKCwD10,South,S1,2019,1.538,1.566,1286
Ro,NZ,S,RoNZSC,RoNZSC8,South,S1,2018,2.576,2.466,NA
Ro,NZ,W,RoNZWB,RoNZWB2,South,S1,2018,1.753,1.929,NA
Ro,NZ,W,RoNZWB,RoNZWB2,South,S1,2019,1.753,1.399,1523
Ro,UK,Cw,RoUKCwC,RoUKCwC1,South,S1,2019,2.190,2.017,33031
Ro,NZ,W,RoNZWB,RoNZWB3,South,S1,2018,1.815,2.301,NA
Ro,UK,Cb,RoUKCbC,RoUKCbC5,South,S2,2019,2.810,2.406,NA
Ro,NZ,W,RoNZWB,RoNZWB4,South,S2,2019,2.100,1.240,NA
Ro,NZ,S,RoNZSB,RoNZSB2,South,S2,2018,1.300,2.402,NA
Ro,NZ,C,RoNZCA,RoNZCA5,South,S1,2018,0.590,1.737,NA
Ro,NZ,S,RoNZSB,RoNZSB1,South,S1,2019,1.309,1.176,53296
Ro,NZ,S,RoNZSC,RoNZSC1,South,S2,2019,1.823,1.427,NA
Ro,NZ,S,RoNZSC,RoNZSC9,South,S1,2019,2.019,2.045,NA
Ro,UK,G,RoUKGB,RoUKGB3,South,S1,2019,1.385,1.903,NA
Ro,UK,G,RoUKGD,RoUKGD1,South,S3,2018,1.966,2.386,NA
Ro,NZ,W,RoNZWC,RoNZWC5,South,S1,2018,1.610,2.138,NA
Ro,NZ,W,RoNZWC,RoNZWC5,South,S1,2019,1.610,1.012,NA
Ro,UK,Cw,RoUKCwC,RoUKCwC2,South,S3,2019,2.150,1.884,51178
Ro,NZ,S,RoNZSB,RoNZSB2,South,S2,2019,1.300,1.824,11602
Ro,UK,G,RoUKGB,RoUKGB1,South,S1,2019,1.813,2.350,14238
Ro,UK,G,RoUKGB,RoUKGB4,South,S1,2019,1.300,1.671,15948
Ro,NZ,S,RoNZSC,RoNZSC1,West,W2,2018,1.823,2.080,NA
Ro,NZ,C,RoNZCA,RoNZCA4,West,W2,2019,0.638,2.010,NA
Ro,NZ,S,RoNZSB,RoNZSB5,West,W1,2019,1.262,1.478,31625
Ro,UK,Cb,RoUKCbD,RoUKCbD5,West,W2,2018,2.350,1.999,NA
Ro,NZ,C,RoNZCA,RoNZCA7,West,W3,2018,0.752,1.467,NA
Ro,NZ,W,RoNZWC,RoNZWC4,West,W2,2018,1.717,1.983,NA
Ro,UK,G,RoUKGD,RoUKGD4,West,W3,2019,1.739,1.100,NA
Ro,UK,Cw,RoUKCwA,RoUKCwA5,West,W2,2018,0.958,1.734,NA
Ro,UK,Cw,RoUKCwA,RoUKCwA1,West,W1,2018,1.526,1.538,NA
Ro,NZ,W,RoNZWB,RoNZWB1,West,W1,2018,2.078,1.735,NA
Ro,UK,G,RoUKGD,RoUKGD4,West,W3,2018,1.739,1.400,NA
Ro,NZ,S,RoNZSD,RoNZSD1,West,W3,2019,2.268,1.701,5242
Ro,UK,Cb,RoUKCbD,RoUKCbD3,West,W3,2019,2.143,1.942,43123
Ro,NZ,C,RoNZCB,RoNZCB4,West,W3,2018,1.906,1.660,NA
Ro,NZ,C,RoNZCC,RoNZCC2,West,W3,2019,2.305,1.794,NA
Ro,NZ,W,RoNZWC,RoNZWC3,West,W1,2019,1.915,1.982,9686
Ro,NZ,C,RoNZCC,RoNZCC10,West,W3,2018,1.352,1.400,NA
Ro,NZ,C,RoNZCC,RoNZCC10,West,W1,2019,1.352,1.798,33872
Ro,UK,Cw,RoUKCwC,RoUKCwC2,West,W1,2019,2.150,2.010,49056
Ro,UK,Cw,RoUKCwA,RoUKCwA10,West,W1,2019,1.263,1.805,14471
Ro,NZ,S,RoNZSA,RoNZSA8,West,W3,2019,1.558,1.909,86832
Ro,NZ,C,RoNZCD,RoNZCD3,West,W1,2018,0.463,1.731,NA
Ro,NZ,C,RoNZCB,RoNZCB9,West,W1,2018,1.148,1.682,NA
Ro,NZ,C,RoNZCD,RoNZCD4,West,W1,2018,0.768,1.711,NA
Ro,NZ,C,RoNZCA,RoNZCA4,West,W3,2018,0.638,1.737,NA
Ro,NZ,C,RoNZCC,RoNZCC5,West,W2,2019,2.186,1.272,45443
Ro,UK,Cw,RoUKCwC,RoUKCwC1,West,W3,2019,2.190,2.041,58290
Ro,UK,Cw,RoUKCwC,RoUKCwC2,West,W3,2019,2.150,2.220,45965
Ro,NZ,C,RoNZCD,RoNZCD10,West,W1,2018,0.633,1.358,NA
Ro,NZ,C,RoNZCC,RoNZCC5,West,W3,2019,2.186,1.612,7715
Ro,NZ,W,RoNZWD,RoNZWD2,West,W1,2019,2.274,1.651,39226
Ro,UK,G,RoUKGA,RoUKGA1,West,W1,2019,1.783,2.281,17266
Ro,UK,G,RoUKGA,RoUKGA2,West,W1,2019,1.929,2.493,6485
Ro,NZ,C,RoNZCB,RoNZCB9,West,W2,2019,1.148,1.842,7763
Ro,NZ,C,RoNZCD,RoNZCD9,West,W1,2018,0.633,1.660,NA
Ro,NZ,C,RoNZCC,RoNZCC10,West,W2,2018,1.352,2.201,NA
Ro,UK,Cw,RoUKCwB,RoUKCwB4,West,W1,2019,1.652,1.263,14275
Ro,NZ,C,RoNZCC,RoNZCC5,West,W3,2018,2.186,2.062,NA
Ro,NZ,S,RoNZSC,RoNZSC8,West,W2,2019,2.576,2.132,29999
Ro,NZ,C,RoNZCA,RoNZCA7,West,W3,2019,0.752,1.433,42744
Ro,NZ,S,RoNZSC,RoNZSC9,West,W3,2018,2.019,1.637,NA
Ro,UK,Cw,RoUKCwC,RoUKCwC4,West,W2,2019,1.615,1.301,9307
Ro,NZ,C,RoNZCB,RoNZCB8,West,W1,2018,0.525,2.138,NA
Ro,UK,G,RoUKGD,RoUKGD2,West,W1,2018,1.559,1.673,NA
Ro,UK,Cw,RoUKCwB,RoUKCwB3,West,W3,2018,1.423,1.879,NA
Ro,NZ,S,RoNZSA,RoNZSA5,West,W1,2019,1.600,1.668,43676
Ro,NZ,C,RoNZCA,RoNZCA5,West,W3,2018,0.590,1.421,NA
